Country Name,Country Code,Year,Access to electricity (% of population),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)",Arable land (% of land area),CO2 emissions (kg per 2010 US$ of GDP),CO2 emissions (kg per 2011 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CPIA public sector management and institutions cluster average (1=low to 6=high),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",Population growth (annual %),Population living in areas where elevation is below 5 meters (% of total population),"Population, total","Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Central Europe and the Baltics,CEB,2008,100,48.60579569,536185.6,3.300459914,34.15769297,0.561882068,0.329783152,0.364497865,751518.647,7.148695308,17.88758716,134428.553,24.43142173,183606.69,54.21853119,407462.372,0,0,9.05417971,33.48360258,369368,0,0,-33.28857428,146188.95,7.936341889,-34.67739256,67653.2406,-78.60322709,12355.99224,-0.358131538,0,105126686,0,94.2008667,10.87320793,11.84204946,0,0,0,0.99527,0,0,1013348.763,0,0,65090350,61.91610508,-0.22464739,0
Ecuador,ECU,2008,97.206576,29.9766468,74450,8.965682892,4.976646803,0.50694866,0.252451485,0.262791328,33868.412,2.344230258,2.295365959,777.404,85.23170204,28866.624,0,0,0,0,1.711449034,52.74210823,130990.3,0,0,34.52016892,14780,20.1,40.59042739,4490.97,-28.97024823,660.738,1.689977562,0,14447562,0,0,61.14152097,15.08900112,0,0,0,0,0,0,47603.308,0,0,9000831,62.3,2.005073517,0
Liberia,LBR,2008,1.75265646,27.30481728,26300,65.1746005,4.464285714,0.488066269,0.228402853,0.237757719,564.718,0.154168463,0,0,91.55844156,517.047,0,0,0,0,33.35559628,45.56686047,43890,0,0,82.21812088,1621.16,107.1,138.341655,500.0207,36.18214986,222.9,4.182955637,0,3662993,0,61.33137894,0,91.49439415,0,0,0,0,0,0,2863.1407,0,0,1724830,47.088,4.920434871,0
Gibraltar,GIB,2008,100,0,0,0,0,0,0,0,425.372,12.99560064,0,0,100,425.372,0,0,0,0,0,0,0,0,0,26.49261142,6.17776,0,106.2892113,9.550945,-145.4545455,-8.88E-15,0.680545835,0,32732,0,0,0,0,0,0,0,0,0,0,0,0,0,32732,100,0.680545835,0
Latin America & Caribbean,LCN,2008,95.30889618,36.92740853,7400715,4.911066666,8.078128053,0.327043026,0.213520973,0.22696268,1681713.729,2.888649957,23.58615836,414513.8709,59.99725575,1008982.087,8.217034706,143732.9013,3.422222222,0,3.447822759,47.16469232,9452420.5,0,0,22.74687384,931051.0285,22.6,16.79307642,404029.3177,-38.33899772,805856.1679,1.249652003,0,582179826,0,98.75086975,56.7326527,28.21165702,0,0,0,1.02712,0,0,3739497.543,0,0,454066253,77.99809352,1.626875799,0
Tonga,TON,2008,90.78023529,43.05555556,310,14.75237092,22.22222222,0.347026956,0.247036024,0.257154062,121.011,1.174807048,0,0,100,121.011,0,0,3.3,0,1.702448096,12.5,90,0,0,5.644817567,59.7357,16.9,13.70440287,21.939816,-100,0,0.63108282,0,103005,0,0,0,1.988544372,0,0,0,0.991110027,0,0,147.585116,0,0,23981,23.281,0.866930359,0
Bosnia and Herzegovina,BIH,2008,99.58003998,41.6015625,21300,7.20726994,19.6875,1.148119781,0.545081275,0.594566987,20153.832,5.35493606,3.784570597,762.736,20.36026201,4103.373,72.37991266,14587.326,3.3,0,5.257501946,42.67578125,21850,0,0,-33.81712406,3037.43,7.9,-18.32512655,1028.8993,-15.28680199,819.1792,-0.27597665,0,3763599,0,0,32.83410915,14.27801053,0,0,0,0,0,0,24236.6085,0,0,1690609,44.92,0.436712333,0
Vanuatu,VUT,2008,33.87397385,15.34044299,1870,20.19251059,1.640689089,0.142843245,0.143704244,0.149590045,95.342,0.423102867,0,0,100,95.342,0,0,3.3,0,6.200174895,36.09515997,4400,0,0,22.87126908,262.931,28.8,17.56196132,112.18001,-50,-1.42E-14,2.419648557,0,225340,0,81.00733185,18.98936945,47.60394274,0,0,0,0,0,0,448.64291,0,0,54048,23.985,3.670759187,0
Belize,BLZ,2008,90.61502075,6.663743972,1520,10.97617927,3.068829461,0.325023908,0.179254386,0.186596241,436.373,1.425287018,0,0,100,436.373,0,0,0,0,12.39699924,61.44015783,14014.5,0,0,13.6869683,193.103,19.9,12.1630987,145.49602,420,208,2.566584581,0,306165,0,94.95664215,94.74758595,34.06292214,0,0,0,0.999140024,0,0,1408.14902,0,0,138576,45.262,2.528524284,0
Faroe Islands,FRO,2008,100,2.148997135,30,0,2.148997135,0,0,0,630.724,13.00864185,0,0,100,630.724,0,0,0,0,0,0.05730659,0.8,0,0,12.40570978,37.239,0,5.157438642,6.590631,-100,1.78E-15,0.076341394,0,48485,0,0,39.46249307,4.506541534,0,0,0,0,0,0,0,0,0,19654,40.536,0.561254598,0
Netherlands,NLD,2008,100,57.14751185,19293,1.58003514,31.5936019,0.206531427,0.22836922,0.234797341,177020.758,10.76402402,44.83780089,79372.215,39.1204375,69251.295,15.06815263,26673.758,0,0,20.84878253,10.95379147,3698,0,0,-31.75090905,20590,4.7,-46.81266948,9540.312,-70.11158342,4500,0.389292461,0,16445593,0,0,8.861759893,3.973984795,0,0,0,0.983169973,0,0,205061.312,0,0,14044865,85.402,1.404945288,0
Georgia,GEO,2008,99.2495575,36.17786732,25140,8.131430721,6.605266945,0.45446594,0.20007382,0.208268392,5166.803,1.282085112,47.97728886,2478.892,42.72533712,2207.534,4.968062456,256.69,3.8,0,12.47914762,40.32868039,28024.4,0,0,-6.494440175,4708.22,19.2,-26.37038982,2155.9911,-48.53148525,108.0863,-1.282068843,0,4030000,0,95.59233856,84.72731575,36.30216374,0,0,0,0.970879972,0,0,12282.1374,0,0,2207030,54.765,-0.574730714,0
Sweden,SWE,2008,100,7.537651703,30930,1.416371891,6.399571087,0.101080955,0.122580428,0.127302933,49123.132,5.328098275,3.851896088,1892.172,74.28336817,36490.317,18.8862347,9277.51,0,0,8.062125152,68.55534435,281310,0,0,-1.096259005,11394.7,3.2,-18.55129698,5703.039,104.9640173,2424.6457,0.779033291,0,9219637,0,94.28842163,54.30904506,44.86558813,0,0,0,0.994109988,0,0,69993.2847,0,0,7813274,84.746,0.965653049,0
Syrian Arab Republic,SYR,2008,94.33934021,75.68067959,138980,0,25.58810717,0,0,0,67681.819,3.329906217,16.56282169,11210.019,78.25215365,52962.481,0.016253996,11.001,0,0,0,2.608364191,4790,0,0,49.08624597,12497.9,16.6,47.18477631,6224.428,204.6044444,27.4144,3.467150847,0,20325443,0,104.3860168,6.993637715,1.272318895,0,0,0,0.986519992,0,0,70097.5424,0,0,11153587,54.875,4.132686615,0
Vietnam,VNM,2008,95.20825958,33.02738091,102408,20.41314392,20.26155384,1.141622415,0.339358179,0.353257525,117993.059,1.360812495,11.79103086,13912.598,34.28535911,40454.344,37.01712403,43677.637,3.6,0,9.663039055,44.20808205,137076,0,0,76.02664294,106450,23.5,108.4324936,24207.404,-26.99443735,4189.13,0.948122245,0,86707801,20.2,0,35.48149763,39.4589931,0,0,0,0,0,0,255549.534,0,0,25256248,29.128,3.113668324,0
"Micronesia, Fed. Sts.",FSM,2008,60.55938339,32.14285714,225,26.22820067,3.571428571,0.408564148,0.354559979,0.369081956,117.344,1.123145543,0,0,100,117.344,0,0,0,0,-2.016216467,91.52857143,640.7,0,0,38.05503513,29.254,42.7,68.45835738,10.860106,0,0,-0.572640859,0,104478,0,0,0.613967767,1.350394967,0,0,0,0,0,0,0,0,0,23310,22.311,-0.598804184,0
Guinea,GIN,2008,23.84358788,57.95214065,142400,15.98000719,11.59856748,0.324503096,0.133592716,0.139064373,2189.199,0.212067121,0,0,91.28978224,1998.515,0,0,2.6,0,5.447793879,26.92495523,66160,0,0,282.337347,33315.5,116.8,361.0046789,26511.789,49.87677852,74073.9,2.217685916,0,10323142,0,51.84500885,62.73764259,80.14862445,0,0,0,0.756990016,0,0,135227.869,0,0,3417579,33.106,3.079217779,0
Qatar,QAT,2008,100,5.872523686,681.8,0.124647567,1.341946598,0.693881005,0.38983402,0.405800741,64843.561,46.6721376,64.15201041,41598.448,22.24735622,14425.978,0,0,0,0,3.278064173,0,0,0,0,547.0403724,28466.8,9.5,-78.411929,288.96557,-263.8888889,-3.35E-12,15.51853976,0,1389342,0,105.6922073,0,0,0,0,0,1.124950051,0,0,83149.36557,0,0,1363486,98.139,15.74497568,0
Indonesia,IDN,2008,92.73,29.80839824,540000,14.48174026,12.53056741,0.613126738,0.22635428,0.235625241,416560.199,1.763895139,14.49069958,60362.487,38.03357483,158432.735,41.59176739,173254.749,0,0,1.826329024,52.88341052,958020,0,0,2.082909834,215937,36.3,-3.1319076,97405.72,-89.01547369,76301.2,1.351462836,0,236159276,0,96.08750916,13.31583247,40.15875348,0,0,0,0.988950014,0,0,796581.92,0,0,114147586,48.335,3.020428356,0
Tajikistan,TJK,2008,99.14608002,33.77393541,47270,19.86728861,5.29436982,0.569031398,0.19946598,0.207635656,2904.264,0.397314921,34.09090909,990.09,51.01010101,1481.468,11.74242424,341.031,2.6,0,7.280816199,2.929408402,4100,0,0,4.851446688,4507.7,47.3,5.967636233,1593.9921,-86.43427127,381.1976,2.176019625,0,7309728,0,93.62657928,97.85099399,54.61545529,0,0,0,0.91267997,0,0,14274.5997,0,0,1938247,26.516,2.183556868,0
High income,HIC,2008,99.86159647,38.12269857,14442519.4,1.388221276,10.52870417,0.299624795,0.292234609,0.306866561,13772700.73,11.65239601,24.07810008,3325108.319,41.43841629,5707748.007,32.16285142,4519957.651,0,0,3.787364559,27.43615213,10384010,0,0,-9.709179335,1709785.883,6.8,-21.73230777,829205.1012,83.02184495,1121508.245,0.836624508,0,1181962982,0,97.43805695,15.41652441,8.737407662,0,0,0,0.9965,0,0,17461544.21,0,0,942499672,79.7421839,1.199281046,0
Estonia,EST,2008,100,21.3918377,9068,2.444285196,14.10238264,0.782570033,0.503748628,0.57720666,17491.59,13.08183443,10.08385744,1763.827,10.08385744,1763.827,77.54716981,13564.233,0,0,7.742610752,52.87096013,22412,0,0,-33.91292864,2251.95,5.4,-53.54983813,925.1423,-99.61502506,53.62,-0.26813372,0,1337090,0,95.46748352,1.861827805,20.18899548,0,0,0,1.013030052,0,0,21871.9123,0,0,913914,68.351,-0.455241458,0
"Korea, Rep.",KOR,2008,100,18.72616716,18170,2.261953502,16.12903226,0.497388545,0.361945158,0.361091178,507589.807,10.34742286,14.35620318,72870.624,33.4761344,169921.446,47.09256543,239037.062,0,0,1.116272931,64.26053798,62352,0,0,-0.726172563,31073.8,4.5,21.09455459,12757.585,81.42439254,11184.8138,0.759316682,0,49054708,0,100.0238037,0.985727672,1.060729264,0,0,0,0.999409974,0,0,594982.1988,0,0,40093884,81.733,0.884188822,0
Sao Tome and Principe,STP,2008,58.16951752,51.04166667,490,9.477674521,9.375,0.466696428,0.199602431,0.207777696,84.341,0.505299168,0,0,100,84.341,0,0,3.1,0,42.09280755,56.83333333,545.6,0,0,51.42786633,43.5661,51.3,50.19619801,9.314632,-100,-3.55E-15,2.310307777,0,166913,14.4,73.61009979,16.84210526,46.03755862,0,0,0,0.992240012,0,0,175.963732,0,0,104621,62.68,4.177987724,0
Timor-Leste,TLS,2008,41.10010147,25.55480834,3800,4.400459594,10.7599193,0.046828886,0.01904557,0.019825634,201.685,0.187072748,0,0,100,201.685,0,0,2.7,0,0.904007199,51.40551446,7644,0,0,104.6973026,696.937,68.6,92.09770794,214.26611,-33.33333333,2.84E-14,1.226006137,0,1078110,0,76.62563324,0,39.5877643,0,0,0,0.953119993,0,0,912.7317,0,0,291607,27.048,2.48706077,0
Hungary,HUN,2008,100,64.61332441,57900,3.36333178,51.16616449,0.393923671,0.230194864,0.264209379,54843.652,5.463501182,44.10270126,24187.532,30.40920032,16677.516,22.23856646,12196.442,0,0,47.47705642,22.55105457,20208,0,0,-26.40235605,7409.59,6.5,-55.42215958,4824.065,16.42496941,1729.6955,-0.175097367,0,10038188,0,96.58097076,5.888819488,6.755189413,0,0,0,0.986079991,0,0,71578.8505,0,0,6820246,67.943,0.596165591,0
Lao PDR,LAO,2008,66,9.116117851,21040,24.17648143,5.589254766,0.154856206,0.041886643,0.043602225,946.086,0.156321266,0,0,41.08527132,388.702,37.98449612,359.366,2.9,0,4.183937386,75.55121317,174372.2,0,0,2.349276078,8331.62,86.3,-23.42913997,3411.643,-48.97692393,8816.91,1.706476942,0,6052190,0,78.64608765,100,69.06071463,0,0,0,0.865610003,0,0,21335.613,0,0,1748659,28.893,3.723677212,0
Middle East & North Africa (excluding high income),MNA,2008,94.81250458,22.68387746,1960749,7.133637216,5.62411208,0.943214697,0.32923265,0.342717276,1208415.846,3.735083468,36.18247364,441345.5445,50.24246066,607137.856,2.193373754,32733.6369,2.9,0,2.88889948,2.472129156,213685.9,0,0,60.98206025,292634.382,32.03526119,27.56102945,81935.7838,-1.128914039,8743.73338,1.828643702,0,323531149,0,89.98052979,5.19325572,2.765618028,0,0,0,0.93844,0,0,902170.4902,0,0,188405947,58.23425224,2.449376339,0
Bahrain,BHR,2008,100,10.78947368,82,0.26481051,1.578947368,1.23857562,0.632623953,0.658534802,29768.706,26.70821199,77.22345405,22988.423,22.03744765,6560.263,0,0,0,0,6.977585045,0.644736842,4.9,0,0,77.51717931,3195.54,9.3,65.73069941,120.28527,-87.36220472,321,7.322469834,0,1114590,0,0,0,0,0,0,0,0,0,0,0,0,0,986747,88.53,7.369995454,0
Belarus,BLR,2008,100,43.94775752,89170,8.666253694,27.18580582,1.19113465,0.442362033,0.460480183,63105.403,6.623163555,64.2163984,40524.017,29.22308095,18441.343,3.225056656,2035.185,0,0,3.600682329,41.86692952,84948,0,0,-17.72345343,15344,6.6,-37.86434508,12518.389,-98.36530426,678.6863,-0.345415054,0,9527985,0,98.54519653,0.20828578,6.487347262,0,0,0,0.977219999,0,0,100860.1753,0,0,7024602,73.726,0.270915781,0
Cote d'Ivoire,CIV,2008,55.83730316,64.77987421,206000,22.67704581,9.119496855,0.286850302,0.130056447,0.135383265,6776.616,0.347554665,44.85930736,3039.943,52.48917749,3556.99,0,0,2.5,0,1.925661354,32.7163522,104038,0,0,19.28422058,14488.5,117.1,16.08381079,8843.339,-100,0,2.135918747,0,19497986,0,0,34.75862069,74.31726247,0,0,0,0,0,0,29682.239,0,0,9064809,46.491,3.043427053,0
Other small states,OSS,2008,62.81016831,40.56732217,823799.8,2.190577024,2.067850562,0.563643547,0.324908774,0.340347438,165520.2679,6.632554317,46.19701998,0,31.64658456,52381.51154,13.42123433,0,3.1,0,9.226693411,26.14469508,530919.8,0,0,29.09696792,64559.907,72.79080986,-13.69140748,11860.01413,2690.003303,137725.957,2.695155067,0,24955735,0,78.78022766,28.35043292,29.55546495,0,0,0,0.98388,0,0,324419.03,0,0,13817597,55.36841898,4.433291535,0
Pakistan,PAK,2008,86.79083252,45.80868618,353130,22.50026603,38.21606476,0.936848149,0.227484755,0.236802017,159070.793,0.972050346,41.37024828,65807.982,37.07554347,58976.361,11.89746191,18925.387,3,0,3.197360002,2.299968867,17730,0,0,65.89654193,150647,94.8,53.8376981,28373.122,8.921658208,1189.798,2.044428121,0,163644603,0,63.93785095,30.32658051,45.99395551,0,0,0,0.81020999,0,0,338551.92,0,0,56604668,34.59,2.633031086,0
IDA blend,IDB,2008,64.51514049,53.27502084,3163231,25.16405173,14.98303172,0.671532877,0.242052458,0.25196638,427278.84,0.988996369,44.9879849,215384.714,30.90027463,132030.335,9.35805012,43843.94123,3.1625,0,3.61346787,21.12022804,1254024.1,0,0,44.57801559,368906.0398,108.8198123,31.77614923,118609.8247,3.09410865,265311.821,2.327909856,0,432032769,0,72.06331635,31.07714918,59.73363079,0,0,0,0.87704,0,0,1182791.958,0,0,163405418,37.82245905,3.642581039,0
Malawi,MWI,2008,7.439959526,57.64743318,54350,29.97580655,36.59312686,0.175681711,0.078042248,0.081238683,1056.096,0.07400173,0,0,74.65277778,788.405,14.23611111,150.347,3.4,0,3.672753465,35.03394145,33030,0,0,3.77958982,4199.96,97.7,-2.600640858,2718.514,727.3758333,9928.51,3.061294068,0,14271234,0,61.86317062,89.87224145,81.53240448,0,0,0,0.979889989,0,0,17735.299,0,0,2187209,15.326,3.656793637,0
Antigua and Barbuda,ATG,2008,93.29940796,20.45454545,90,1.549311488,9.090909091,0.339979261,0.215437729,0.224261572,480.377,5.194500314,0,0,100,480.377,0,0,0,0,11.60334501,22.27272727,98,0,0,16.41725897,41.3407,10.7,45.77668284,24.39669,641884.7328,8.41,1.1933199,0,92478,0,95.27696991,0,0,0,0,0,0.951690018,0,0,491.89739,0,0,25344,27.405,-0.962055601,0
Colombia,COL,2008,96.806763,38.40829202,426140,6.866255491,1.649391618,0.250724164,0.143772258,0.149660845,68088.856,1.516403445,25.74859974,17531.927,50.0538561,34081.098,15.82830676,10777.313,0,0,4.329881891,53.41301487,592617.4,0,0,25.4746042,63054,19.8,17.97436441,23964.24,-74.43866192,13238.946,1.180557901,0,44901544,0,119.1849213,84.01086918,28.95924085,0,0,0,1.043660045,0,0,167450.086,0,0,34665788,77.204,1.684390219,0
Malaysia,MYS,2008,98.72924805,21.91721199,72009,9.968610854,2.80292193,0.846468667,0.363790306,0.378690336,204031.88,7.525777755,35.62724659,72690.941,34.91013659,71227.808,18.65744069,38067.127,0,0,3.280791297,65.83594582,216304,0,0,49.47417443,35305.8,7.8,-1.667716102,13748.934,-91.73393215,8745.14,1.805973406,0,27111069,0,99.29029083,7.628756352,4.729134486,0,0,0,0,0,0,256755.874,0,0,18767638,69.225,3.063395103,0
Singapore,SGP,2008,100,1,7,0.041620646,0.857142857,0.175070202,0.11305371,0.117684134,36134.618,7.466761968,41.73939517,15082.371,58.20986401,21033.912,0.050740816,18.335,0,0,6.34706687,23.35714286,163.5,0,0,138.3537341,2337.69,2.8,103.2602169,1836.4648,411.2044818,3285,5.321517083,0,4839396,0,0,1.258479756,0.5317358,0,0,0,0,0,0,50059.9548,0,0,4839396,100,5.321517083,0
Barbados,BRB,2008,100,37.20930233,160,1.22848523,30.23255814,0.349791979,0.340014215,0.35394043,1620.814,5.844583314,2.036199095,33.003,88.68778281,1437.464,0,0,0,0,10.02838721,14.65116279,63,0,0,-19.45357995,103.598,15,-18.40639251,57.07317,50,-1.49E-13,0.422427178,0,277319,0,94.60025787,0,8.628636507,0,0,0,1.01275003,0,0,0,0,0,89452,32.256,-0.179823018,0
Paraguay,PRY,2008,96.677896,52.44651397,208370,21.52642617,9.456330229,0.241378915,0.106809569,0.111184248,4451.738,0.736175272,0,0,91.0214168,4052.035,0,0,0,0,1.825840968,44.19833879,175600,0,0,-6.328019663,14520,27.7,-16.24625849,7511.858,-25.30627482,27732.6,1.347829278,0,6047117,0,94.2729187,100,66.63216413,0,0,0,0.997739971,0,0,54092.028,0,0,3544336,58.612,1.905588332,0
Slovenia,SVN,2008,100,30.71300894,6185.6,1.654638761,9.106752731,0.337418851,0.275756403,0.289845601,17355.911,8.58644121,11.59940841,2013.183,48.44707374,8408.431,35.57997042,6175.228,0,0,1.944743913,61.83714002,12454,0,0,-3.982846369,2912.93,3.6,-10.20045109,1139.2004,-38.35373214,581.73,0.158140844,0,2021316,0,96.62270355,26.26989451,13.8524952,0,0,0,0.990920007,0,0,23252.2604,0,0,1055309,52.209,0.592002543,0
Brunei Darussalam,BRN,2008,100,2.163187856,114,0.635849769,0.569259962,0.67056954,0.293592469,0.305617354,9119.829,24.04688439,71.25050261,6497.924,22.55729795,2057.187,0,0,0,0,1.543688044,72.78937381,3836,0,0,28.82353756,4652.14,10.9,-41.87418584,331.9821,-96.64619917,360,1.163759826,0,379252,0,105.3637085,0,0,0,0,0,0.989790022,0,0,13738.0621,0,0,281602,74.252,1.649527105,0
Lithuania,LTU,2008,100,42.63422417,26721,3.280259245,29.70083765,0.350082103,0.199124902,0.226229339,15009.031,4.69291649,39.6042023,5944.207,51.28267774,7697.033,5.546054239,832.409,0,0,3.986456618,34.31033107,21504,0,0,-32.13576819,5159.29,7.4,-14.63607043,4931.108,-84.20974545,931.15,-1.028483175,0,3198231,0,94.01363373,4.517145644,18.33383246,0,0,0,0.99326998,0,0,26732.648,0,0,2137953,66.848,-0.922228081,0
South Asia,SAS,2008,70.64156337,56.48222799,2695093,17.86449084,43.29302451,1.033270174,0.309246817,0.321912868,1798062.112,1.134882976,8.979352933,167214.8311,27.23336651,489672.845,57.34251615,1032100.761,3.1875,0,3.374847929,17.17654981,819592.3,0,0,23.19171118,901733.3729,68.2,32.28939305,281150.7488,-7.354171143,53066.9849,1.508194807,0,1584359049,0,86.99920654,18.41713925,45.22601706,0,0,0,0.94158,0,0,3019145.333,0,0,476426047,30.07058577,2.738488085,0
Montenegro,MNE,2008,99.56887817,38.14126394,5130,7.440486548,12.86245353,0.643051481,0.306175846,0.322633373,2750.25,4.457679397,0,0,44.93333333,1235.779,54.93333333,1510.804,0,0,21.45128597,55.50929368,7466,0,0,0,0,8.2,0,0,0,0,0.177475867,0,616969,0,0,54.42008487,38.75814394,0,0,0,1.088320017,0,0,0,0,0,391621,63.475,0.708286859,0
Croatia,HRV,2008,100,23.03609721,12891,4.23117385,15.38062902,0.344762573,0.231464183,0.251626409,22592.387,5.094677245,26.11589028,5900.203,54.69891251,12357.79,11.67018341,2636.573,0,0,7.360581688,34.18870622,19132,0,0,16.70187281,4861.73,5.9,-40.57463361,2813.1291,-84.9746751,134.1018,-0.033639562,0,4434508,0,98.68225861,45.70847352,24.15591135,0,0,0,1.026319981,0,0,32938.0609,0,0,2430953,54.819,0.273311382,0
Burundi,BDI,2008,4.8,69.43146417,17830,37.23899733,35.04672897,0.101026603,0.030578425,0.031830848,190.684,0.023219419,0,0,94.23076923,179.683,7.692307692,14.668,2.6,0,0.237846034,8.730529595,2242,0,0,44.64906812,2482.8,103.4,-0.485195322,669.5163,777.4494721,581.749,3.376915124,0,8212264,0,42.34246063,98.24236086,96.84610775,0,0,0,0,0,0,5724.9553,0,0,830917,10.118,5.919416969,0
Cayman Islands,CYM,2008,100,11.25,27,0.282316132,0.833333333,0,0,0,583.053,11.01638136,0,0,100,583.053,0,0,0,0,0,52.91666667,127,0,0,51.95674914,26.7298,0,81.41833689,12.568051,-100,-2.13E-14,2.764305542,0,52926,0,0,0,0,0,0,0,0,0,0,0,0,0,52926,100,2.764305542,0
Malta,MLT,2008,100,29.0625,93,1.223750551,25,0.295729246,0.219859748,0.238701085,2559.566,6.252313871,0,0,100,2559.566,0,0,0,0,165.2798044,1.09375,3.5,0,0,27.65549091,234.124,6.7,-12.51250709,65.05381,0,154,0.650655461,0,409379,0,98.12915039,0,0.250047582,0,0,0,0.980849981,0,0,0,0,0,384526,93.929,0.727427793,0
Pacific island small states,PSS,2008,65.77756549,13.34423676,8567,13.20289401,3.717848792,0.325488295,0.197167295,0.205242823,2057.187,0.954460992,0,0,96.61319073,1987.514,0,0,3.24,0,7.785175943,61.82242991,39690,0,0,-14.83599103,2648.07034,27.66997918,-25.12384623,3131.331456,-83.65384615,17,1.368804483,0,2155339,0,97.10476685,40.34843592,39.9276589,0,0,0,1.00282,0,0,7467.220676,0,0,780046,36.19128644,2.244662291,0
Europe & Central Asia (IDA & IBRD countries),TEC,2008,99.69309865,28.19373151,6477368,5.306537849,10.97839487,0.939984532,0.458273982,0.519239322,3427527.358,7.827820239,40.38430623,1385892.346,21.15817023,725202.0732,34.91894395,1203990.933,3.225,0,4.767883004,38.59385561,8866744.2,0,0,-16.18657806,973170.65,20.67377724,-42.87495174,225339.5429,40.38500366,664271.5355,0.240511376,0,437864853,0,95.71154022,15.85585755,5.746959116,0,0,0,0.97654,0,0,5360570.868,0,0,282530823,64.78319286,0.507966273,0
Kuwait,KWT,2008,100,8.47362514,1510,0,0.634118967,0.650302662,0.332895251,0.346529889,82731.187,31.19177293,32.20158681,26640.755,65.7639289,54407.279,0,0,0,0,-0.004037938,0.335016835,59.7,0,0,136.4731603,12817.2,11.3,6.709193285,632.1427,371.97954,1242,5.778846676,0,2652340,2.3,0,0,0,0,0,0,1.026669979,0,0,89301.4427,0,0,2652340,100,5.778846676,0
Uruguay,URY,2008,98.784355,83.84184665,146740,9.168924036,10.43309336,0.230573026,0.161138301,0.167738162,8265.418,2.466682225,2.085181899,172.349,94.14374445,7781.374,0.044365572,3.667,0,0,7.053791438,9.413209919,16475,0,0,30.59274636,20571.1,11.9,22.35863305,7408.907,4.375711671,421.683,0.331302667,0,3350824,0,106.4385834,60.90774319,43.27519393,0,0,0,1.038779974,0,0,34052.25,0,0,3149708,93.998,0.564563486,0
South Africa,ZAF,2008,81.9,80.05011994,971080,2.859484952,10.55156666,1.342931805,0.821879397,0.855541722,496772.157,9.854218952,1.635774446,8126.072,12.73925785,63285.086,84.27191059,418639.388,0,0,3.443051754,7.617736524,92410,0,0,25.97878572,67234.5,69.6,-1.614286237,22515.424,872.1936297,37638,1.046772492,0,50412129,8.8,0,0.587823215,15.98658971,0,0,0,0.997560024,0,0,0,0,0,30829033,61.154,1.930408917,0
Cuba,CUB,2008,99.6403656,61.69673055,65670,3.817038695,32.96317174,0.491598181,0,0,30443.434,2.691785692,7.323536497,2229.536,89.5808239,27271.479,0.301132257,91.675,0,0,0,26.66290868,28380,0,0,-30.26620572,8411.36,6.4,-32.40151017,6560.716,-68.97982766,1199.66,0.053658354,0,11309754,0,88.06213379,3.970812829,18.73183547,0,0,0,0.994140029,0,0,48557.436,0,0,8642122,76.413,0.175434822,0
Djibouti,DJI,2008,53.89907837,73.39085418,17012,0,0.051768766,0,0,0,498.712,0.606017007,0,0,100,498.712,0,0,2.8,0,22.78584382,0.241587575,56,0,0,45.82253746,608.952,81.5,32.73507207,248.155,-61.66666667,23,1.658029965,0,822934,0,43.34754944,0,33.14345831,0,0,0,0.806540012,0,0,2518.567,0,0,632828,76.899,1.71781879,0
